"","Status","Source","LATITUDE","LONGITUDE","dt_close","dt_open","lag"
"4466","Closed","",42.3710357,-71.1103126,2015-01-05,2014-11-10,56
"4484","Closed","",42.3901439,-71.1420248,2015-01-12,2014-11-28,45
"4490","Closed","",42.3807694,-71.1094271,2015-01-12,2014-11-30,43
"4522","Closed","",42.3849405,-71.122944,2015-01-05,2014-12-09,27
"4550","Closed","",42.3934346,-71.1257788,2015-01-05,2014-12-18,18
"4553","Closed","",42.3641808,-71.1130758,2015-01-07,2014-12-18,20
"4555","Closed","",42.3726566,-71.1382031,2015-01-05,2014-12-19,17
"4566","Closed","",42.383667,-71.1167297,2015-01-05,2014-12-23,13
"4576","Closed","",42.3771983,-71.111447,2015-01-15,2014-12-26,20
"4578","Closed","",42.3581325,-71.112192,2015-01-02,2014-12-27,6
"4580","Closed","",42.377447,-71.1104267,2015-01-05,2014-12-29,7
"4585","Closed","",42.3806434,-71.1324987,2015-01-07,2014-12-30,8
"4586","Closed","",42.3647051,-71.1148319,2015-01-05,2015-01-01,4
"4587","Closed","",42.3751252,-71.1247588,2015-01-05,2015-01-02,3
"4588","Closed","",42.3760666,-71.1256875,2015-01-05,2015-01-02,3
"4589","Closed","",42.3753049,-71.1259987,2015-01-05,2015-01-02,3
"4590","Closed","",42.3769838,-71.1280555,2015-01-05,2015-01-02,3
"4591","Closed","",42.3760435,-71.1289116,2015-01-05,2015-01-02,3
"4592","Closed","",42.3759145,-71.128899,2015-01-05,2015-01-02,3
"4593","Closed","",42.3766058,-71.1270323,2015-01-05,2015-01-02,3
"4594","Closed","",42.3767821,-71.132009,2015-01-05,2015-01-02,3
"4595","Closed","",42.3762355,-71.1312521,2015-01-05,2015-01-02,3
"4596","Closed","",42.3762221,-71.1319133,2015-01-05,2015-01-02,3
"4597","Closed","",42.3761897,-71.1323925,2015-01-05,2015-01-02,3
"4598","Closed","",42.3762521,-71.1325909,2015-01-05,2015-01-02,3
"4599","Closed","",42.377773,-71.136621,2015-01-05,2015-01-02,3
"4600","Closed","",42.3787571,-71.1369868,2015-01-05,2015-01-02,3
"4601","Closed","",42.3790068,-71.1362233,2015-01-05,2015-01-02,3
"4602","Closed","",42.3789565,-71.1354243,2015-01-05,2015-01-02,3
"4603","Closed","",42.3729485,-71.1057058,2015-01-07,2015-01-02,5
"4604","Closed","",42.3726097,-71.1060757,2015-01-05,2015-01-02,3
"4605","Closed","",42.379566,-71.1314386,2015-01-05,2015-01-02,3
"4606","Closed","",42.3650657,-71.1107747,2015-01-07,2015-01-02,5
"4607","Closed","",42.3681262,-71.1090313,2015-01-07,2015-01-02,5
"4608","Closed","",42.3651694,-71.1128961,2015-01-07,2015-01-02,5
"4609","Closed","",42.3650738,-71.1108565,2015-01-07,2015-01-02,5
"4610","Closed","",42.3612344,-71.1043461,2015-01-07,2015-01-03,4
"4611","Closed","",42.3681262,-71.1090313,2015-01-07,2015-01-03,4
"4612","Closed","",42.3612747,-71.1101951,2015-01-07,2015-01-05,2
"4613","Closed","",42.3756172,-71.1056563,2015-01-14,2015-01-05,9
"4614","Closed","",42.3978899,-71.141879,2015-01-12,2015-01-06,6
"4615","Closed","",42.3663229,-71.1000884,2015-01-06,2015-01-06,0
"4616","Closed","",42.3578041,-71.1109153,2015-01-06,2015-01-06,0
"4617","Closed","",42.36503,-71.1123349,2015-01-06,2015-01-06,0
"4618","Closed","",42.3573846,-71.1100568,2015-01-06,2015-01-06,0
"4619","Closed","",42.3579172,-71.1132834,2015-01-06,2015-01-06,0
"4620","Closed","",42.3625112,-71.1093827,2015-01-06,2015-01-06,0
"4621","Closed","",42.364205,-71.1088539,2015-01-06,2015-01-06,0
"4622","Closed","",42.3665903,-71.1114558,2015-01-06,2015-01-06,0
"4623","Closed","",42.3641439,-71.1060158,2015-01-06,2015-01-06,0
"4624","Closed","",42.3616942,-71.1093954,2015-01-06,2015-01-06,0
"4625","Closed","",42.3667936,-71.106006,2015-01-06,2015-01-06,0
"4626","Closed","",42.3624443,-71.1016959,2015-01-06,2015-01-06,0
"4627","Closed","",42.3614406,-71.0945765,2015-01-06,2015-01-06,0
"4628","Closed","",42.3658567,-71.1059867,2015-01-06,2015-01-06,0
"4629","Closed","",42.3888027,-71.1196507,2015-02-05,2015-01-06,30
"4630","Closed","",42.3883165,-71.1194537,2015-01-14,2015-01-06,8
"4631","Closed","",42.3545817,-71.1040235,2015-01-07,2015-01-06,1
"4632","Closed","",42.3623693,-71.0850295,2015-01-06,2015-01-06,0
"4633","Closed","",42.3615618,-71.0852515,2015-01-06,2015-01-06,0
"4634","Closed","",42.3673922,-71.1047805,2015-01-06,2015-01-06,0
"4635","Closed","",42.3732942,-71.1126794,2015-01-06,2015-01-06,0
"4636","Closed","",42.3728321,-71.1210611,2015-01-06,2015-01-06,0
"4637","Closed","",42.3730983,-71.1230765,2015-01-06,2015-01-06,0
"4638","Closed","",42.3707303,-71.1110236,2015-01-06,2015-01-06,0
"4639","Closed","",42.3731363,-71.1222503,2015-01-06,2015-01-06,0
"4640","Closed","",42.3725809,-71.0828353,2015-01-14,2015-01-07,7
"4641","Closed","",42.3846326,-71.12277,2015-01-07,2015-01-07,0
"4642","Closed","",42.3614406,-71.0945765,2015-01-07,2015-01-07,0
"4643","Closed","",42.3652884,-71.0789787,2015-01-07,2015-01-07,0
"4644","Closed","",42.3782525,-71.1108064,2015-01-08,2015-01-07,1
"4645","Closed","",42.3841164,-71.1239614,2015-01-14,2015-01-07,7
"4646","Closed","",42.3827832,-71.1214587,2015-01-14,2015-01-07,7
"4647","Closed","",42.3829849,-71.1211533,2015-01-14,2015-01-07,7
"4648","Closed","",42.3731137,-71.1197472,2015-01-07,2015-01-07,0
"4650","Closed","",42.3692093,-71.0930964,2015-03-03,2015-01-09,53
"4652","Closed","",42.3615456,-71.1158845,2015-01-20,2015-01-12,8
"4653","Closed","",42.3716084,-71.0869962,2015-01-23,2015-01-13,10
"4654","Closed","",42.3698684,-71.0874364,2015-01-23,2015-01-13,10
"4655","Closed","",42.3647569,-71.0893279,2015-01-23,2015-01-13,10
"4656","Closed","",42.3732832,-71.0847955,2015-01-20,2015-01-13,7
"4657","Closed","",42.3724956,-71.0867837,2015-02-05,2015-01-13,23
"4658","Closed","",42.3709374,-71.0832815,2015-01-23,2015-01-13,10
"4659","Closed","",42.3650772,-71.0846117,2015-01-23,2015-01-13,10
"4660","Closed","",42.3704871,-71.0816599,2015-02-05,2015-01-13,23
"4661","Closed","",42.3676883,-71.0793554,2015-01-23,2015-01-13,10
"4662","Closed","",42.3678809,-71.0827326,2015-01-23,2015-01-13,10
"4663","Closed","",42.3678809,-71.0827326,2015-01-23,2015-01-13,10
"4664","Closed","",42.3686067,-71.0827673,2015-01-23,2015-01-13,10
"4665","Closed","",42.368117,-71.0790374,2015-02-11,2015-01-13,29
"4666","Closed","",42.3680271,-71.0783576,2015-01-23,2015-01-13,10
"4667","Closed","",42.3699975,-71.0800964,2015-01-23,2015-01-13,10
"4668","Closed","",42.3703616,-71.0805746,2015-01-23,2015-01-13,10
"4669","Closed","",42.3704619,-71.081304,2015-01-23,2015-01-13,10
"4670","Closed","",42.3707251,-71.0830931,2015-02-05,2015-01-13,23
"4671","Closed","",42.3698451,-71.0933237,2015-02-05,2015-01-13,23
"4672","Closed","",42.3690283,-71.0926388,2015-01-23,2015-01-13,10
"4673","Closed","",42.369653,-71.0912009,2015-01-23,2015-01-13,10
"4674","Closed","",42.3676733,-71.0942187,2015-01-13,2015-01-13,0
"4675","Closed","",42.372869,-71.1043162,2015-01-13,2015-01-13,0
"4676","Closed","",42.3701024,-71.0980316,2015-01-13,2015-01-13,0
"4677","Closed","",42.3711134,-71.1078005,2015-01-14,2015-01-13,1
"4678","Closed","",42.3686188,-71.1008839,2015-01-13,2015-01-13,0
"4679","Closed","",42.3646117,-71.0963735,2015-01-14,2015-01-13,1
"4680","Closed","",42.3651258,-71.0961472,2015-01-14,2015-01-13,1
"4681","Closed","",42.3651258,-71.0961472,2015-01-20,2015-01-13,7
"4682","Closed","",42.3650762,-71.1061289,2015-01-20,2015-01-13,7
"4683","Closed","",42.3624443,-71.1016959,2015-02-05,2015-01-13,23
"4684","Closed","",42.3573639,-71.1101548,2015-02-05,2015-01-13,23
"4685","Closed","",42.3788649,-71.1085706,2015-01-13,2015-01-13,0
"4686","Closed","",42.383426,-71.1143438,2015-01-13,2015-01-13,0
"4687","Closed","",42.3841574,-71.1145483,2015-01-13,2015-01-13,0
"4688","Closed","",42.3618947,-71.0977355,2015-01-20,2015-01-13,7
"4689","Closed","",42.3796227,-71.1123112,2015-01-13,2015-01-13,0
"4690","Closed","",42.3766058,-71.1465024,2015-01-13,2015-01-13,0
"4691","Closed","",42.3652884,-71.0789787,2015-01-13,2015-01-13,0
"4692","Closed","",42.3759225,-71.1296272,2015-02-06,2015-01-13,24
"4693","Closed","",42.3779797,-71.1345824,2015-02-06,2015-01-13,24
"4694","Closed","",42.3747765,-71.1316344,2015-02-19,2015-01-13,37
"4695","Closed","",42.3751067,-71.1367218,2015-02-19,2015-01-13,37
"4696","Closed","",42.3775517,-71.1200142,2015-02-05,2015-01-13,23
"4697","Closed","",42.3934346,-71.1257788,2015-02-05,2015-01-13,23
"4698","Closed","",42.3934346,-71.1257788,2015-02-19,2015-01-13,37
"4699","Closed","",42.3934346,-71.1257788,2015-03-06,2015-01-13,52
"4700","Closed","",42.3627439,-71.1084356,2015-01-14,2015-01-14,0
"4701","Closed","",42.389293,-71.1199346,2015-01-14,2015-01-14,0
"4702","Closed","",42.3865017,-71.1370609,2015-02-06,2015-01-15,22
"4703","Closed","",42.3865017,-71.1370609,2015-02-06,2015-01-15,22
"4704","Closed","",42.3770817,-71.1118648,2015-02-05,2015-01-15,21
"4705","Closed","",42.396054,-71.1302851,2015-03-06,2015-01-16,49
"4706","Closed","",42.3777166,-71.1529886,2015-02-19,2015-01-16,34
"4707","Closed","",42.3777362,-71.1532294,2015-02-06,2015-01-16,21
"4708","Closed","",42.3775626,-71.1506735,2015-02-19,2015-01-16,34
"4709","Closed","",42.3777109,-71.1506471,2015-02-19,2015-01-16,34
"4710","Closed","",42.3778664,-71.1489302,2015-02-19,2015-01-16,34
"4711","Closed","",42.3779022,-71.1488208,2015-02-19,2015-01-16,34
"4712","Closed","",42.3778664,-71.1489302,2015-02-19,2015-01-16,34
"4713","Closed","",42.3781856,-71.1487505,2015-02-19,2015-01-16,34
"4714","Closed","",42.3777324,-71.1442902,2015-03-03,2015-01-16,46
"4716","Closed","",42.3813141,-71.1125354,2015-02-05,2015-01-16,20
"4717","Closed","",42.3842258,-71.1146167,2015-01-20,2015-01-16,4
"4718","Closed","",42.3838099,-71.1146072,2015-02-06,2015-01-16,21
"4719","Closed","",42.383372,-71.1138329,2015-02-05,2015-01-16,20
"4720","Closed","",42.3867655,-71.1179612,2015-02-19,2015-01-16,34
"4721","Closed","",42.3910762,-71.1198225,2015-02-05,2015-01-16,20
"4722","Closed","",42.3912041,-71.119615,2015-02-05,2015-01-16,20
"4723","Closed","",42.3993415,-71.1303312,2015-02-19,2015-01-16,34
"4724","Closed","",42.3583975,-71.1093586,2015-02-05,2015-01-17,19
"4725","Closed","",42.3842524,-71.1225395,2015-01-23,2015-01-18,5
"4726","Closed","",42.3842524,-71.1225395,2015-03-10,2015-01-18,51
"4727","Closed","",42.3842524,-71.1225395,2015-01-21,2015-01-18,3
"4728","Closed","",42.387166,-71.129432,2015-03-03,2015-01-20,42
"4729","Closed","",42.3879927,-71.1406914,2015-03-10,2015-01-20,49
"4730","Closed","",42.3868462,-71.1375088,2015-03-09,2015-01-20,48
"4731","Closed","",42.3865017,-71.1370609,2015-02-06,2015-01-20,17
"4732","Closed","",42.3876574,-71.1408573,2015-02-06,2015-01-20,17
"4733","Closed","",42.3934346,-71.1257788,2015-02-19,2015-01-20,30
"4734","Closed","",42.3649432,-71.0828177,2015-02-05,2015-01-20,16
"4735","Closed","",42.3649432,-71.0828177,2015-02-05,2015-01-20,16
"4736","Closed","",42.3972486,-71.1307261,2015-03-06,2015-01-20,45
"4737","Closed","",42.3717121,-71.0853646,2015-02-05,2015-01-20,16
"4738","Closed","",42.3717121,-71.0853646,2015-02-05,2015-01-20,16
"4740","Closed","",42.3927585,-71.1210782,2015-03-16,2015-01-20,55
"4741","Closed","",42.368594,-71.1093032,2015-02-19,2015-01-20,30
"4742","Closed","",42.3633857,-71.1103691,2015-02-05,2015-01-21,15
"4743","Closed","",42.3934346,-71.1257788,2015-01-21,2015-01-21,0
"4744","Closed","",42.3640437,-71.1089069,2015-02-19,2015-01-21,29
"4745","Closed","",42.3677161,-71.0812882,2015-02-19,2015-01-21,29
"4746","Closed","",42.3863508,-71.1341474,2015-02-27,2015-01-22,36
"4747","Closed","",42.3731363,-71.1222503,2015-02-19,2015-01-22,28
"4748","Closed","",42.3906671,-71.1293956,2015-03-10,2015-01-22,47
"4749","Closed","",42.3823684,-71.1213838,2015-03-26,2015-01-22,63
"4750","Closed","",42.3708329,-71.1098079,2015-03-03,2015-01-22,40
"4751","Closed","",42.3718622,-71.1089137,2015-03-06,2015-01-22,43
"4752","Closed","",42.3723452,-71.1033938,2015-02-24,2015-01-22,33
"4753","Closed","",42.3716604,-71.1127692,2015-03-03,2015-01-22,40
"4754","Closed","",42.3676964,-71.0999917,2015-03-03,2015-01-22,40
"4755","Closed","",42.367436,-71.0992116,2015-03-03,2015-01-22,40
"4756","Closed","",42.368753,-71.0919096,2015-03-10,2015-01-22,47
"4757","Closed","",42.3688325,-71.0921296,2015-03-20,2015-01-22,57
"4758","Closed","",42.3692093,-71.0930964,2015-02-05,2015-01-22,14
"4759","Closed","",42.3723067,-71.0895762,2015-02-11,2015-01-22,20
"4760","Closed","",42.3703616,-71.0805746,2015-02-05,2015-01-22,14
"4761","Closed","",42.3707251,-71.0830931,2015-03-09,2015-01-22,46
"4762","Closed","",42.3626047,-71.1048372,2015-03-12,2015-01-22,49
"4763","Closed","",42.3610466,-71.1065401,2015-02-19,2015-01-22,28
"4764","Closed","",42.3594472,-71.1082697,2015-02-19,2015-01-22,28
"4765","Closed","",42.3592663,-71.1084598,2015-02-19,2015-01-22,28
"4766","Closed","",42.3585772,-71.1091892,2015-02-05,2015-01-22,14
"4767","Closed","",42.3576128,-71.1103115,2015-02-05,2015-01-22,14
"4768","Closed","",42.3629559,-71.1094116,2015-02-11,2015-01-22,20
"4769","Closed","",42.3813011,-71.1125059,2015-02-11,2015-01-22,20
"4770","Closed","",42.3842258,-71.1146167,2015-02-05,2015-01-22,14
"4771","Closed","",42.3838099,-71.1146072,2015-02-06,2015-01-22,15
"4772","Closed","",42.383372,-71.1138329,2015-02-05,2015-01-22,14
"4773","Closed","",42.3867655,-71.1179612,2015-02-19,2015-01-22,28
"4774","Closed","",42.3910762,-71.1198225,2015-02-05,2015-01-22,14
"4775","Closed","",42.3912041,-71.119615,2015-02-05,2015-01-22,14
"4776","Closed","",42.3993415,-71.1303312,2015-02-19,2015-01-22,28
"4777","Closed","",42.3934346,-71.1257788,2015-02-19,2015-01-22,28
"4778","Closed","",42.3810352,-71.1197637,2015-02-19,2015-01-22,28
"4779","Closed","",42.3697087,-71.1121353,2015-03-03,2015-01-22,40
"4780","Closed","",42.3855268,-71.1192532,2015-02-27,2015-01-22,36
"4781","Closed","",42.3990917,-71.1332888,2015-03-03,2015-01-22,40
"4782","Closed","",42.3954926,-71.1342123,2015-03-03,2015-01-22,40
"4783","Closed","",42.3961174,-71.1332477,2015-03-03,2015-01-22,40
"4784","Closed","",42.3953565,-71.1321396,2015-03-03,2015-01-22,40
"4785","Closed","",42.3957314,-71.1319997,2015-03-06,2015-01-22,43
"4786","Closed","",42.3957971,-71.1316909,2015-03-06,2015-01-22,43
"4787","Closed","",42.4001553,-71.1336741,2015-03-03,2015-01-22,40
"4788","Closed","",42.4004892,-71.1333952,2015-03-03,2015-01-22,40
"4789","Closed","",42.3657364,-71.09189,2015-02-19,2015-01-22,28
"4790","Closed","",42.3724956,-71.0867837,2015-02-24,2015-01-22,33
"4793","Closed","",42.3760435,-71.1289116,2015-03-03,2015-01-23,39
"4794","Closed","",42.3889541,-71.1400025,2015-03-10,2015-01-23,46
"4795","Closed","",42.3863141,-71.1367505,2015-03-10,2015-01-23,46
"4796","Closed","",42.3805605,-71.1419765,2015-03-10,2015-01-23,46
"4797","Closed","",42.3834366,-71.1376946,2015-02-19,2015-01-23,27
"4799","Closed","",42.3824724,-71.1345129,2015-03-03,2015-01-23,39
"4800","Closed","",42.3804571,-71.1341547,2015-03-31,2015-01-23,67
"4801","Closed","",42.3821563,-71.1324994,2015-02-19,2015-01-23,27
"4802","Closed","",42.3785249,-71.1321763,2015-03-03,2015-01-23,39
"4803","Closed","",42.3780487,-71.1317661,2015-03-03,2015-01-23,39
"4805","Closed","",42.3820012,-71.1420969,2015-03-03,2015-01-23,39
"4806","Closed","",42.3774478,-71.1519548,2015-02-19,2015-01-23,27
"4807","Closed","",42.3776099,-71.1490306,2015-02-19,2015-01-23,27
"4808","Closed","",42.377751,-71.1539688,2015-02-19,2015-01-23,27
"4809","Closed","",42.3787058,-71.1537905,2015-02-19,2015-01-23,27
"4810","Closed","",42.3786327,-71.146182,2015-02-19,2015-01-23,27
"4811","Closed","",42.3664685,-71.1437708,2015-03-09,2015-01-23,45
"4812","Closed","",42.3726566,-71.1382031,2015-03-09,2015-01-23,45
"4814","Closed","",42.3761777,-71.1307435,2015-03-03,2015-01-23,39
"4815","Closed","",42.3731363,-71.1222503,2015-02-11,2015-01-23,19
"4816","Closed","",42.3731064,-71.1221604,2015-02-11,2015-01-23,19
"4817","Closed","",42.3717858,-71.1155647,2015-02-11,2015-01-25,17
"4818","Closed","",42.3574306,-71.0926614,2015-02-11,2015-01-29,13
"4819","Closed","",42.3774921,-71.1199944,2015-02-19,2015-01-29,21
"4820","Closed","",42.3713514,-71.084815,2015-02-19,2015-02-02,17
"4821","Closed","",42.3815929,-71.1110893,2015-03-23,2015-02-02,49
"4822","Closed","",42.3737912,-71.1123202,2015-02-27,2015-02-03,24
"4823","Closed","",42.3737912,-71.1123202,2015-02-27,2015-02-03,24
"4824","Closed","",42.369093,-71.0966408,2015-02-24,2015-02-03,21
"4825","Closed","",42.3672179,-71.0753669,2015-02-24,2015-02-03,21
"4826","Closed","",42.3725469,-71.1217238,2015-02-11,2015-02-04,7
"4827","Closed","",42.3688026,-71.109831,2015-02-11,2015-02-04,7
"4828","Closed","",42.3667225,-71.0980155,2015-02-24,2015-02-04,20
"4829","Closed","",42.3667225,-71.0980155,2015-02-24,2015-02-04,20
"4830","Closed","",42.3667225,-71.0980155,2015-02-24,2015-02-04,20
"4832","Closed","",42.3689766,-71.0967802,2015-02-24,2015-02-05,19
"4833","Closed","",42.3689766,-71.0967802,2015-02-24,2015-02-05,19
"4834","Closed","",42.3695032,-71.0964011,2015-02-05,2015-02-05,0
"4835","Closed","",42.3711728,-71.124312,2015-03-12,2015-02-06,34
"4836","Closed","",42.3711728,-71.124312,2015-03-12,2015-02-06,34
"4837","Closed","",42.3793865,-71.1201768,2015-03-10,2015-02-06,32
"4838","Closed","",42.3758099,-71.1194564,2015-03-10,2015-02-06,32
"4839","Closed","",42.3667936,-71.106006,2015-02-24,2015-02-06,18
"4840","Closed","",42.3906522,-71.129626,2015-03-10,2015-02-07,31
"4841","Closed","",42.3883775,-71.1324019,2015-02-19,2015-02-08,11
"4842","Closed","",42.3711728,-71.124312,2015-03-12,2015-02-11,29
"4844","Closed","",42.3711728,-71.124312,2015-03-12,2015-02-11,29
"4845","Closed","",42.3711728,-71.124312,2015-03-12,2015-02-12,28
"4846","Closed","",42.393231,-71.1327937,2015-02-19,2015-02-12,7
"4847","Closed","",42.3748924,-71.1340623,2015-02-19,2015-02-12,7
"4848","Closed","",42.388298,-71.1323535,2015-02-19,2015-02-12,7
"4849","Closed","",42.3927113,-71.1327637,2015-02-19,2015-02-12,7
"4850","Closed","",42.3881079,-71.1192958,2015-03-10,2015-02-12,26
"4851","Closed","",42.3560392,-71.0968136,2015-03-04,2015-02-13,19
"4852","Closed","",42.3711728,-71.124312,2015-03-12,2015-02-13,27
"4853","Closed","",42.3564259,-71.0956591,2015-03-04,2015-02-13,19
"4854","Closed","",42.3777766,-71.1489798,2015-02-19,2015-02-14,5
"4855","Closed","",42.3922201,-71.1507911,2015-03-13,2015-02-16,25
"4856","Closed","",42.3831427,-71.1301711,2015-03-03,2015-02-17,14
"4857","Closed","",42.3667936,-71.106006,2015-03-09,2015-02-17,20
"4858","Closed","",42.3656435,-71.1039375,2015-03-03,2015-02-17,14
"4859","Closed","",42.3654541,-71.1037458,2015-02-24,2015-02-17,7
"4861","Closed","",42.3975463,-71.1361284,2015-03-06,2015-02-18,16
"4862","Closed","",42.3645775,-71.1023947,2015-03-03,2015-02-18,13
"4863","Closed","",42.3736813,-71.0908955,2015-03-03,2015-02-18,13
"4864","Closed","",42.3805605,-71.1419765,2015-03-03,2015-02-18,13
"4865","Closed","",42.3747765,-71.1316344,2015-03-03,2015-02-18,13
"4866","Closed","",42.3747765,-71.1316344,2015-03-03,2015-02-18,13
"4867","Closed","",42.3694824,-71.1116608,2015-03-03,2015-02-19,12
"4868","Closed","",42.3711728,-71.124312,2015-03-04,2015-02-19,13
"4869","Closed","",42.3649436,-71.0929432,2015-03-03,2015-02-19,12
"4870","Closed","",42.3711728,-71.124312,2015-03-04,2015-02-19,13
"4871","Closed","",42.3778687,-71.1233749,2015-03-03,2015-02-19,12
"4872","Closed","",42.3683981,-71.1146637,2015-03-03,2015-02-19,12
"4873","Closed","",42.3682184,-71.1146637,2015-03-03,2015-02-19,12
"4874","Closed","",42.364886,-71.1059708,2015-03-03,2015-02-20,11
"4875","Closed","",42.371545,-71.0952811,2015-02-24,2015-02-20,4
"4876","Closed","",42.371545,-71.0952811,2015-02-24,2015-02-20,4
"4877","Closed","",42.3649931,-71.0827512,2015-03-03,2015-02-20,11
"4878","Closed","",42.3733107,-71.1002843,2015-03-03,2015-02-21,10
"4879","Closed","",42.370115,-71.1231364,2015-03-05,2015-02-21,12
"4880","Closed","",42.3775714,-71.1499776,2015-03-03,2015-02-21,10
"4881","Closed","",42.3771797,-71.1504858,2015-02-24,2015-02-21,3
"4882","Closed","",42.3657825,-71.0776432,2015-03-06,2015-02-21,13
"4883","Closed","",42.3854009,-71.1323276,2015-03-06,2015-02-21,13
"4884","Closed","",42.3854009,-71.1323276,2015-03-06,2015-02-21,13
"4885","Closed","",42.3656315,-71.0827236,2015-03-23,2015-02-21,30
"4887","Closed","",42.3676626,-71.1000535,2015-03-03,2015-02-22,9
"4888","Closed","",42.3689017,-71.0987414,2015-03-03,2015-02-22,9
"4889","Closed","",42.3847121,-71.1331808,2015-03-06,2015-02-22,12
"4890","Closed","",42.3713019,-71.0973115,2015-03-03,2015-02-22,9
"4891","Closed","",42.3684661,-71.1130919,2015-03-03,2015-02-22,9
"4892","Closed","",42.3717881,-71.1017477,2015-03-06,2015-02-22,12
"4893","Closed","",42.3691425,-71.0966109,2015-02-24,2015-02-23,1
"4894","Closed","",42.3783154,-71.1163976,2015-03-03,2015-02-23,8
"4896","Closed","",42.3609037,-71.0961546,2015-03-03,2015-02-23,8
"4897","Closed","",42.362907,-71.0929061,2015-03-12,2015-02-23,17
"4898","Closed","",42.3742367,-71.1044775,2015-03-03,2015-02-23,8
"4899","Closed","",42.3623936,-71.1056056,2015-03-03,2015-02-23,8
"4900","Closed","",42.3620421,-71.1055526,2015-03-12,2015-02-23,17
"4901","Closed","",42.3614015,-71.1062416,2015-03-12,2015-02-23,17
"4902","Closed","",42.3712815,-71.1008754,2015-03-13,2015-02-23,18
"4903","Closed","",42.3576128,-71.1103115,2015-03-12,2015-02-23,17
"4904","Closed","",42.3568327,-71.1111411,2015-03-03,2015-02-23,8
"4905","Closed","",42.3630377,-71.1022674,2015-03-03,2015-02-23,8
"4906","Closed","",42.3632321,-71.096581,2015-03-12,2015-02-23,17
"4907","Closed","",42.3665583,-71.0916599,2015-03-12,2015-02-23,17
"4908","Closed","",42.3689766,-71.0967802,2015-02-24,2015-02-23,1
"4909","Closed","",42.3704066,-71.0959495,2015-02-24,2015-02-23,1
"4910","Closed","",42.3693295,-71.096579,2015-02-24,2015-02-23,1
"4911","Closed","",42.3725049,-71.0947707,2015-02-24,2015-02-23,1
"4912","Closed","",42.3660929,-71.0850033,2015-03-23,2015-02-23,28
"4913","Closed","",42.37144,-71.0774897,2015-03-03,2015-02-23,8
"4914","Closed","",42.3704227,-71.1019816,2015-03-13,2015-02-23,18
"4915","Closed","",42.3686551,-71.1092883,2015-03-03,2015-02-23,8
"4916","Closed","",42.3711728,-71.124312,2015-03-04,2015-02-23,9
"4917","Closed","",42.3754686,-71.1142987,2015-02-27,2015-02-24,3
"4918","Closed","",42.3717063,-71.0849567,2015-02-27,2015-02-24,3
"4919","Closed","",42.3708571,-71.0782665,2015-02-27,2015-02-24,3
"4920","Closed","",42.3652884,-71.0789787,2015-03-23,2015-02-24,27
"4921","Closed","",42.3622161,-71.0831165,2015-03-03,2015-02-24,7
"4922","Closed","",42.3737912,-71.1123202,2015-02-27,2015-02-24,3
"4923","Closed","",42.3737912,-71.1123202,2015-02-27,2015-02-24,3
"4924","Closed","",42.3744726,-71.1145537,2015-02-24,2015-02-24,0
"4925","Closed","",42.3799102,-71.1164866,2015-03-03,2015-02-24,7
"4926","Closed","",42.3725871,-71.1216914,2015-03-03,2015-02-24,7
"4927","Closed","",42.3799102,-71.1164866,2015-03-03,2015-02-24,7
"4928","Closed","",42.3811658,-71.1224733,2015-03-03,2015-02-24,7
"4929","Closed","",42.3753118,-71.1131645,2015-02-27,2015-02-24,3
"4930","Closed","",42.3752323,-71.1125147,2015-02-27,2015-02-24,3
"4931","Closed","",42.3771983,-71.111447,2015-03-03,2015-02-24,7
"4932","Closed","",42.3754686,-71.1142987,2015-02-24,2015-02-24,0
"4933","Closed","",42.3694243,-71.0955724,2015-03-03,2015-02-24,7
"4934","Closed","",42.3711406,-71.0856821,2015-03-09,2015-02-24,13
"4935","Closed","",42.3653987,-71.0826093,2015-02-27,2015-02-24,3
"4937","Closed","",42.3649432,-71.0828177,2015-03-03,2015-02-24,7
"4938","Closed","",42.3630826,-71.0949328,2015-02-27,2015-02-24,3
"4939","Closed","",42.3721341,-71.1217577,2015-03-03,2015-02-24,7
"4940","Closed","",42.3859624,-71.1314812,2015-03-06,2015-02-24,10
"4941","Closed","",42.3771797,-71.1504858,2015-03-19,2015-02-25,22
"4942","Closed","",42.3677393,-71.1149335,2015-03-03,2015-02-25,6
"4943","Closed","",42.3917606,-71.1327234,2015-03-13,2015-02-25,16
"4945","Closed","",42.3723472,-71.1219471,2015-03-03,2015-02-25,6
"4946","Closed","",42.3723472,-71.1219471,2015-03-03,2015-02-25,6
"4947","Closed","",42.3616734,-71.1153516,2015-03-03,2015-02-25,6
"4948","Closed","",42.3798968,-71.1176089,2015-03-16,2015-02-25,19
"4949","Closed","",42.3897407,-71.1244027,2015-03-09,2015-02-25,12
"4950","Closed","",42.3712443,-71.0765266,2015-03-03,2015-02-25,6
"4951","Closed","",42.360414,-71.0974958,2015-03-03,2015-02-26,5
"4952","Closed","",42.3706773,-71.112578,2015-03-13,2015-02-26,15
"4953","Closed","",42.3748254,-71.1389158,2015-03-10,2015-02-26,12
"4954","Closed","",42.3855867,-71.121809,2015-03-06,2015-02-26,8
"4955","Closed","",42.3879466,-71.1271613,2015-03-09,2015-02-26,11
"4956","Closed","",42.3844809,-71.1333883,2015-03-06,2015-02-26,8
"4957","Closed","",42.3819547,-71.1301549,2015-03-03,2015-02-27,4
"4958","Closed","",42.3657825,-71.0776432,2015-03-06,2015-02-27,7
